File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
E:\Documents\Projects\Software Projects\AlkonProjects\PackerControlPanel.InventoryWin\Properties\Settings.Designer.cs,27,13,6,1,6,1,8,30,0,1
E:\Documents\Projects\Software Projects\AlkonProjects\PackerControlPanel.InventoryWin\Windows\JobViewerForm.cs,50,43,27,1,7,0,0,0,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\PackerControlPanel.InventoryWin\Windows\JobViewerForm.Designer.cs,188,126,107,1,6,0,56,69,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\PackerControlPanel.InventoryWin\Windows\ListViewForm.cs,59,48,32,1,11,0,0,0,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\PackerControlPanel.InventoryWin\Windows\ListViewForm.Designer.cs,130,92,80,1,6,0,32,61,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\PackerControlPanel.InventoryWin\Windows\PartEditiorForm.cs,130,100,64,7,23,0,7,24,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\PackerControlPanel.InventoryWin\Windows\PartEditiorForm.Designer.cs,457,344,332,1,6,0,107,86,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\PackerControlPanel.InventoryWin\Windows\PartViewerForm.cs,68,57,36,2,10,0,1,3,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\PackerControlPanel.InventoryWin\Windows\PartViewerForm.Designer.cs,197,132,113,1,6,0,59,70,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\PackerControlPanel.UnitTest\UnitTest1.cs,15,13,5,0,2,0,0,0,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\PackerControlPanel.UnitTest\Properties\AssemblyInfo.cs,21,15,3,0,5,0,1,2,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\ConsoleTable.cs,111,67,41,8,20,0,24,73,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\ContentManager.cs,155,103,63,10,21,0,31,107,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\GuidRegistry.cs,98,62,34,12,11,0,25,82,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\Program.cs,173,103,65,9,25,0,45,167,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\Commands\CommandHelper.cs,52,39,20,7,6,0,7,29,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\Commands\JobCommands.cs,37,33,19,5,4,0,0,0,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\Commands\PartCommands.cs,326,242,132,51,54,0,30,144,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\Commands\ReceivingCommands.cs,382,286,176,87,67,0,29,191,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\Parts\Note.cs,21,17,10,0,4,0,0,0,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\Parts\Part.cs,121,63,36,2,15,0,43,154,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\Parts\PartList.cs,48,29,18,1,6,0,13,48,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\Parts\PartOptions.cs,30,16,7,0,5,0,9,39,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\Properties\AssemblyInfo.cs,37,15,3,0,5,0,17,120,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\Receiving\Job.cs,117,60,37,2,13,0,44,172,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\Receiving\JobEntry.cs,22,19,12,0,3,0,0,0,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\Receiving\Receiver.cs,189,105,63,8,31,0,53,228,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\Receiving\ReceiverItem.cs,176,102,54,9,19,0,55,241,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\Receiving\ReceiverItemList.cs,28,23,13,1,4,0,1,6,0,0
E:\Documents\Projects\Software Projects\AlkonProjects\Receiving_PackerConsoleControlPanel\Settings\AppSettings.cs,16,14,10,0,2,0,0,0,0,0
